LOC	VEH_SER_NO	INSP_COMT	TS_LOAD	FOUND_INSP_TEAM	RESP_INSP_TEAM	RESP_INSP_OPRUNT
17	JDY852	Benim bad.	03:46.0	629		
17	TPG078	Bnisl bac ba ba bvarius blacus bmi bnullam.	04:00.4	209		
17	TGS974	Burna bmi ba ba bornare bsed bfames bsuscipit ba bsem bmagna bpraesent ba.	04:03.8	629		
17	JDY852	Bante bmi baliquet bultrices bnam ba bat bet bdis blorem bsuscipit.	04:17.0	629		
17	TPG078	Bdiam bin ba ba brisus ba bipsum ba bparturient but bat.	04:38.1	209		
17	JDY852	Bante bve ba blitora ba bdis ba ba borci.	04:42.8	629		
17	JDY852	Bquis bve.	04:56.7	629		
17	JDY852	Benim bmi.	05:18.6	629		
17	JDY852	Bnisi bac.	05:40.7	629		
17	JDY852	Benim but ba ba bve.	06:00.5	629		
17	JDY852	Bpede but ba beget bdonec borci bnunc.	06:15.8	629		
17	JDY852	Bnisi but ba bnisi ba ba bpurus ba.	06:38.5	629		
17	XPR275	Beget but bviverra.	06:43.1	209		
17	HQD748	Bnibh bat.	06:44.2	409		
17	ULN810	Bnisl bve bdiam bnostra ba ba.	06:51.6	629		
17	PEK163	Burna bat bin bvelit ba.	07:04.0	629		
17	ZHB578	Beros bad ba ba.	07:05.7	205	101	100
17	ULN810	Bquam bve ba bdapibus blitora bfacilisi bac.	07:11.0	629		
17	JDY852	Benim bid ba bsed ba ba bmontes bligula bconsectetuer.	07:16.8	629		
17	ULN810	Bduis bat.	07:36.0	629		
17	JDY852	Berat bid ba.	07:42.5	629		
17	PLD957	Bodio beu ba bsed bclass bultrices bpurus bquam.	08:57.8	107		
17	DTP539	Barcu bve ba bac ba ba ba btaciti bsit bauctor.	09:06.5	509		
17	KQN543	Barcu bmi ba bleo ba bmassa ba ba ba.	09:16.4	513		
17	LWK693	Berat bve ba bat bin ba ba.	09:40.5	607		
17	PLD957	Beros but.	09:42.8	107		
17	IBA235	Bpede bve beu bmus ba bquam ba bcras ba blitora ba ba baptent bturpis bconsectetuer.	09:50.0	507	411	400
17	RCF947	Berat bad ba beu bmi bve.	09:52.9	517		
17	GDU671	Bnisl bmi ba best ba bnam ba.	10:04.9	629		
17	LWK693	Bnunc bve.	10:06.7	607		
17	IBA235	Bnunc bad ba ba btempor beu bmorbi bmi bmontes.	10:25.1	507	411	400
17	LWK693	Bpede bac ba.	10:34.3	607		
17	IBA235	Benim bve ba ba bnam ba ba bfaucibus.	10:41.8	507		
17	LWK693	Bnunc bve.	10:51.5	607		
17	IBA235	Bnisi bin ba best.	11:04.7	507		
17	LWK693	Barcu beu.	11:10.3	607		
17	IBA235	Bdiam bet ba ba.	11:19.0	507		
17	RCF947	Belit bid ba bsit ba.	11:23.2	517		
17	LWK693	Berat bac ba beu ba bprimis bnam bmetus brisus ba ba ba beu beni.	11:28.4	607		
17	IBA235	Bnibh bad ba ba bvestibulum bnunc.	11:37.1	507		
17	ELI075	Bnunc beu bve bleo brutrum ba.	11:50.4	517	505	500
17	IBA235	Bodio bmi ba ba ba.	12:08.4	507		
17	PGY640	Bquam but ba ba bnon bnibh burna.	12:36.5	205	101	100
17	IBA235	Bquam bet ba ba ba belit bleo ba.	12:41.4	507		
17	VQD376	Beros bve bad ba ba bneque ba badipiscing bin bet bsem.	13:17.6	409		
17	PEK163	Bquam bve baliquet bvehicula bper ba bsit bnostra bneque.	13:22.7	607		
17	VQD376	Bnisi bac ba ba ba ba ba bmalesuada bsed bper bvitae ba.	13:53.0	409		
17	IBA235	Beget bac ba ba.	14:03.5	507	409	400
17	HMX073	Bnisl bmi ba ba bluctus ba bturpis ba bvehicula ba bnam bve.	14:20.8	511		
17	XGW598	Bnisl bid ba bcum bin.	14:25.2	513	209	200
17	HMX073	Bpede bet.	14:49.4	511		
17	HMX073	Bpede beu ba.	15:35.8	511		
17	HMJ710	Bcras bad ba.	16:36.6	413		
17	HMJ710	Bante beu ba beu bpulvinar.	16:58.2	413		
17	ELI075	Bamet bat bcubilia ba bsit bsed bmorbi bmollis ba btaciti beu ba bclass.	19:04.0	629		
17	ZHB578	Bquam bat ba ba ba bamet beu ba ba bnostra ba.	20:09.4	409		
17	EUL768	Bnibh bin ba bmagnis bhac bet bnetus ba.	20:24.0	209		
17	ZHB578	Bduis bac ba bac bid ba ba.	21:21.2	409		
17	YPV702	Bcras bat ba bnec bfames berat.	21:31.2	629		
17	YPV702	Bquis bad.	21:56.0	629		
17	CXD285	Borci bad ba bac bid ba ba ba bmauris.	22:04.3	629		
17	ZHB578	Barcu bat ba bad bin bsit.	22:14.1	409		
17	FHL057	Bpede bve ba ba.	23:02.3	507	411	400
17	FHL057	Beget bat bid baugue ba ba belit bve bat.	23:19.4	507		
17	FHL057	Belit bet ba ba bat bquis bad bve ba bnibh.	23:37.2	507		
17	DTP539	Bquis bmi.	23:53.1	509		
17	FHL057	Bduis bin but best beleifend bin bmattis bporta bve ba bat ba ba bipsum.	23:54.4	507		
17	FHL057	Barcu beu beget bve barcu ba bhac bipsum bat beu bjusto ba.	24:21.8	507	409	400
17	FHL057	Bamet beu.	24:46.2	507		
17	MQH836	Berat bve ba bsemper.	25:17.4	513		
17	FIX581	Bcras bin.	25:33.1	205	101	100
17	MQH836	Bante bin.	25:34.4	513		
17	CNZ205	Bnibh bin but brisus bet bnibh bet bcras ba ba.	26:34.6	511		
17	LWK693	Benim bad ba bornare ba borci ba.	26:53.8	607		
17	CNZ205	Belit bet ba ba ba ba beget bper.	27:02.5	511		
17	PGY640	Bante beu ba ba bauctor berat bsed ba ba bfusce bnec bper ba bnec ba.	27:15.2	409		
17	CNZ205	Bnibh bac.	27:32.0	511		
17	CNZ205	Bquis but bac bmagna.	27:53.5	511		
17	YTP390	Bpede bmi ba ba bnec bdis bac.	27:53.8	209		
17	NVM832	Benim bid ba ba bsed ba.	27:54.2	629		
17	NVM832	Beget bat ba barcu ba bet bnam.	28:08.0	629		
17	PLD957	Bante bin ba bnec bcursus bin.	28:53.2	107		
17	YTP390	Bdiam bet ba bamet bornare.	29:11.4	209		
17	UHP854	Bnibh bad.	30:03.8	205	101	100
17	NVM832	Bquam bve bpotenti borci.	30:06.3	629		
17	TPD286	Bamet bad bet beget.	30:22.8	515		
17	NVM832	Bpede bin ba ba baugue ba bdiam ba ba ba.	30:31.9	629		
17	ZHB578	Bodio bat.	31:00.6	409		
17	NVM832	Benim bve but bmontes bblandit ba bnatoque bdapibus ba bvitae ba benim bnon ba bdis ba bnam bnisl.	31:02.7	629		
17	NVM832	Berat bet ba ba bdictum ba ba bad.	31:38.7	629		
17	PLD957	Bnibh beu bnunc bsem bve bmi.	31:42.4	107		
17	ZHB578	Bnunc bve ba bleo bfelis bmaecenas ba ba.	31:45.4	409		
17	MQH836	Borci bat ba.	31:47.0	513	209	200
17	AMZ845	Bnisi bet ba bad ba beu bdictum belit.	32:14.0	413		
17	ZHB578	Borci bad bmi bve ba beros.	32:16.0	409		
17	NVM832	Bnisi bad ba barcu ba bper belit ba.	32:27.3	629		
17	MQH836	Bnisl bad.	32:32.2	513	209	200
17	NVM832	Bquis bin ba bleo blectus bid btellus bnisi bac bve bsed bper bin bposuere ba.	32:40.1	629		
17	NVM832	Bnunc bad ba bnec but.	33:00.7	629		
17	ZHB578	Bquis bet.	33:06.5	409		
17	NVM832	Burna bve but bnon ba ba bultricies.	33:32.2	629		
17	NVM832	Borci bve ba bet bante bdis bad bamet bcum bet bdis bnec bac.	33:49.9	629		
17	NVM832	Barcu but ba bac bnec bvel.	34:38.2	629		
17	CSM507	Bnisl bat ba bet ba ba bdolor bat ba.	35:19.6	205		
17	MRI015	Bquam bad ba bcursus bconvallis ba bvarius.	36:07.1	513	209	200
17	JYI091	Beros bad.	36:21.5	517		
17	BEM390	Bnunc bin.	37:03.7	629		
17	JLD084	Bodio but ba.	37:30.7	629		
17	CVE258	Beget bid ba.	37:53.2	517		
17	JLD084	Bquis beu ba bve ba ba bipsum.	38:03.7	629		
17	CVE258	Bnibh bat.	38:08.4	629		
17	CVE258	Borci bid ba ba bvelit ba ba ba ba belit beni but bquam bnon beni ba ba.	38:37.1	517	501	500
17	JLD084	Bnisi bid ba bdis.	39:08.6	629		
17	CVE258	Burna bid.	39:10.0	517		
17	MBP046	Belit beu.	39:10.0	509		
17	JLD084	Bcras bac ba.	39:30.5	629		
17	ACM236	Bnisi bmi ba.	39:49.4	507	403	400
17	JLD084	Bnisi bin blacinia baccumsan bdui ba ba ba brisus.	40:02.1	629		
17	MBP046	Bduis bet ba bid ba bmi bnec ba ba ba bat.	40:03.2	509		
17	ACM236	Beros bin.	40:14.0	507		
17	JLD084	Beget bmi.	40:25.5	629		
17	CVE258	Berat bid bin ba beros ba ba bclass.	40:29.3	607		
17	ACM236	Bcras bad ba bmagna bquam bsemper bvelit bsit bnisi ba bipsum bpotenti bmagnis bad.	40:36.1	507		
17	BEM390	Berat bat ba ba ba ba bat bnam bnec beu ba.	40:52.7	517		
17	ACM236	Bnisl bat ba bfusce ba bmassa ba bnam bvivamus.	40:55.6	507		
17	HRY673	Bnunc bve beu ba bsed borci ba.	40:59.6	511		
17	ACM236	Beros but ba bmi bturpis ba.	41:12.9	507		
17	MBP046	Bduis bmi borci bper blibero bad ba.	41:18.2	509		
17	BEM390	Bnisl beu bnunc bvel ba bante ba bad bsociis ba ba ba.	41:38.9	517		
17	ACM236	Bquam bin bviverra ba bmauris bad beu.	41:39.0	507		
17	MRI015	Bnisi bve ba bdonec bve ba ba.	41:42.3	513		
17	HRY673	Bpede bad bat bid bve but ba bnibh best ba ba bid bmolestie.	41:53.5	511		
17	ACM236	Benim but ba bat brutrum.	41:57.3	507		
17	ACM236	Beros beu but bac bsit bcum bin.	42:15.6	507		
17	MBP046	Benim bet ba bdui bad bamet benim bmus bid.	42:26.6	509		
17	HRY673	Bduis bin ba bnon bduis bmauris.	42:31.9	511		
17	TQL981	Barcu but.	42:36.1	515		
17	MRI015	Bnunc bve ba bhac ba bet brisus.	42:39.1	513		
17	ACM236	Bquam bin ba bmontes blectus ba ba ba bad ba.	42:46.2	507	413	400
17	MRI015	Benim bve.	42:58.1	513		
17	ACM236	Bnibh beu ba blibero but ba.	43:05.6	507		
17	ACM236	Bnunc bac bblandit bvelit borci bsit ba ba ba ba bconsequat bad ba ba.	43:44.0	507		
17	ACM236	Bnibh bve.	44:03.8	507		
17	ACM236	Bnisi but ba ba ba ba bvivamus bmus ba ba ba ba ba.	44:28.5	507		
17	FIX581	Bante bad ba ba.	45:03.3	409		
17	FIX581	Bante bin bposuere betiam bat.	45:18.2	409		
17	KQN543	Bduis beu ba bcras ba ba ba bmattis ba.	45:45.1	517		
17	ACM236	Bamet bve bac bquam bduis ba ba bvelit berat bfacilisis bvarius.	45:45.5	507		
17	FIX581	Bnunc bac ba ba ba but bquis ba ba.	45:48.5	409		
17	FIX581	Bpede bin ba bper bvitae ba bcras ba ba.	46:24.8	409		
17	FIX581	Bquam but ba beu ba btempus.	46:46.2	409		
17	ACM236	Benim bin ba bper bsem ba blacinia ba bfames burna brutrum bnon betiam.	47:03.6	507		
17	FIX581	Bnisl bet ba bsed beget bluctus bnec bid ba bhendrerit bsit beu bproin.	47:04.4	409		
17	FIX581	Bcras bad ba ba bmorbi ba bfusce beu.	47:29.8	409		
17	ETO603	Borci bin.	49:04.0	629		
17	MRI015	Bnisi bad.	49:06.2	513		
17	SOU593	Bnunc bve ba ba bnam ba bad bdui bvel.	49:40.1	209		
17	MGF879	Bquam bat.	49:42.2	409		
17	MRI015	Berat bid ba but ba bcongue bvarius ba ba bsed bnec ba bleo btaciti bid.	50:14.3	513		
17	YKZ247	Benim bat ba ba ba best ba ba.	52:38.1	607		
17	PRA475	Bante bid ba ba ba beni ba bmi bhymenaeos.	52:53.7	205	101	100
17	YKZ247	Burna bat ba bsit ba bvelit benim burna ba.	53:02.0	607		
17	YKZ247	Bquis bve.	53:25.0	607		
17	UHP854	Bnibh bac.	53:44.6	409		
17	YKZ247	Bante bid ba beu.	53:46.4	607		
17	UHP854	Berat bin ba ba ba ba ba ba ba.	54:06.2	409		
17	BRL042	Bcras bid ba bsed bad bve burna bnam ba bduis ba ba bdictum bfusce ba bid.	54:37.6	509		
17	YKZ247	Bnisi but ba bid ba.	56:27.0	607		
17	XPR275	Bnunc bet.	56:57.8	507	411	400
17	AKC912	Bpede bve ba ba bad.	57:19.3	511		
17	DTP539	Borci bmi bquis bnon ba bsed btempor binteger burna.	57:27.6	513		
17	XPR275	Beros but.	57:31.6	507	401	400
17	XGW598	Beget bat ba ba bat ba bmassa bdiam ba blacinia bsed ba btristique.	57:42.5	517		
17	XPR275	Belit bet.	57:52.8	507		
17	ALP937	Benim bve.	58:03.9	629		
17	GMS924	Bdiam but bnatoque bante ba ba ba beuismod ba bmi bjusto.	58:10.9	629		
17	XPR275	Bdiam bve bet ba ba ba bet ba ba.	58:11.0	507		
17	AKC912	Berat bin ba ba bnec ba bleo bdui bvelit bmi ba bpede.	58:25.2	511		
17	XPR275	Beget bac ba.	58:35.0	507		
17	GMS924	Bnisi bet.	58:35.5	629		
17	XPR275	Burna bin.	58:59.2	507		
17	QFW209	Bante bat ba ba ba bconubia bper ba bnam.	59:02.1	205		
17	GMS924	Bamet bat ba bcommodo.	59:09.0	629		
17	TPG078	Bnisl but.	59:19.9	509		
17	EJO928	Borci bid bmi.	59:29.2	209		
17	YKZ247	Bodio bid ba bnulla blitora.	59:40.0	607		
17	GMS924	Bcras bet.	59:46.6	629		
17	TPG078	Beros bve.	00:01.6	509		
17	QFW209	Borci bac bvivamus bdictumst beni ba bdolor ba ba bad brutrum ba bplatea bnam ba ba.	00:07.2	205		
17	UHP854	Bcras bmi ba bdui ba ba blectus bnatoque ba bad bfusce btempor ba.	00:36.9	409		
17	HMJ710	Berat bet ba ba btempor bnulla bin bad bmi.	01:19.1	209		
17	CSM507	Bante bat ba ba bnec bnisl ba ba ba beu but.	01:27.0	409		
17	CSM507	Bduis bmi bad bnon bclass ba.	01:41.1	409		
17	EJO928	Belit bid.	01:49.9	209		
17	IFP328	Bnibh but bat bfelis bmauris ba ba ba bleo.	01:52.5	409		
17	CSM507	Bnisi bve ba ba ba bprimis.	02:02.1	409		
17	HMJ710	Beget but ba ba ba bmorbi.	02:08.8	209		
17	QFW209	Berat bet ba brisus bac ba ba ba but.	02:50.5	205		
17	ZHB578	Bnisi bad ba ba ba bquam bid beu.	03:19.3	413		
17	QFW209	Bpede bve ba bmagnis ba ba.	03:28.0	205		
17	RCF947	Bduis bid ba ba ba bnisi bvel bid.	04:06.8	629		
17	AMZ845	Berat bad ba bnisi bnibh bnec bprimis bgravida.	04:33.4	209		
17	EQK798	Beros bad.	04:41.4	629		
17	CNZ205	Bpede beu bsodales bneque.	05:32.8	515		400
17	MQH836	Beros bid ba bporta bnec burna blibero beni ba bimperdiet bnonummy.	06:35.0	517		
17	MGF879	Burna bad.	07:01.8	409		
17	PGY640	Bnisl bat.	08:38.3	413		
17	MVW427	Belit bet ba bdis bad.	09:16.9	209		
17	GYI954	Bpede bac.	09:28.5	507		
17	SZP362	Bquam bet ba.	09:39.7	205	101	100
17	GYI954	Bamet bat ba bodio ba bturpis ba beu bodio blacus.	09:47.7	507		
17	ZYA587	Bquam bin ba bsed ba ba bpede ba bad bsed ba bat bmi.	09:59.1	513		
17	MVW427	Bnisl bmi.	10:04.1	209		
17	BHK490	Bquis bad ba bat bcongue bnisi bmus ba.	11:08.7	629		
17	BHK490	Beros bmi bid baenean.	11:24.1	629		
17	GYI954	Bquis bet bpede ba ba bat.	11:38.7	507		
17	IQS845	Bante bac ba bfames blorem bad ba bmi ba bin bnunc.	11:48.5	511		
17	GYI954	Bcras bac bin ba blacinia bcum ba bac bhabitasse bat ba bsed baugue.	12:03.7	507		
17	CNZ205	Benim but ba bmus borci barcu bnostra ba bpellentesque.	12:14.1	515		
17	IQS845	Bdiam bmi burna ba bmetus bvelit bnisi bridiculus bper.	12:16.8	511		
17	GYI954	Berat bet ba bsit ba.	12:24.0	507		
17	IQS845	Burna but bquis ba ba.	12:47.6	511		
17	MQH836	Bnisl bmi.	12:55.2	517		
17	GYI954	Beget beu bpretium ba bfames.	13:17.6	507		
17	PRA475	Berat bve.	13:26.0	409		
17	GYI954	Bnibh bet bnisi ba ba bdui bnulla bin berat bnam.	13:38.7	507		
17	GYI954	Bnibh but ba benim bpede bsem ba but bvel ba ba bpretium ba.	13:57.5	507		
17	BIP389	Bnisl but ba blectus but bac ba ba ba ba ba ba bplacerat.	14:23.1	205	101	100
17	GYI954	Bnisi bad ba bnec bcras ba ba bduis ba bdapibus bcum blorem bcubilia beni.	14:29.1	507		
17	GYI954	Borci bac ba bhac bcum ba beget ba ba ba bnec bluctus.	14:45.9	507		
17	EUL768	Bpede bad ba bnam bmollis bfelis.	15:02.4	509		
17	FIX581	Beget beu.	17:11.4	413		
17	FIX581	Bnisl but ba.	18:26.6	413		
17	CSD174	Barcu bad ba ba bfames bsed bnec ba bjusto ba bparturient bad bid.	18:51.1	517	513	500
17	CSD174	Bnunc beu bat bper bve.	19:04.0	629		
17	SUT543	Bodio bve beu ba ba bleo benim borci bdis ba ba ba ba.	19:47.3	107		
17	ELI075	Bodio bet.	19:47.7	629		
17	MRI015	Bduis beu bvivamus ba bpellentesque bodio bdui ba bmagnis ba.	20:16.9	517		
17	ELI075	Bnisl bve ba ba ba bmi ba bhac.	20:46.5	629		
17	YXJ367	Beget bve bad bnunc ba betiam bdiam.	20:47.3	607		
17	TPD286	Bnisi bid ba bnec bsuspendisse.	20:56.8	517		
17	MRI015	Bcras bmi ba bbibendum bsollicitudin bante ba bdolor bmagna bve beros.	21:24.4	517		
17	ELI075	Barcu bid.	21:51.6	629		
17	TPD286	Bante bad ba benim.	22:00.5	517	507	500
17	TPD286	Bduis bve ba ba bsapien.	22:03.8	629		
17	AMZ845	Belit beu ba ba bmus ba bposuere ba bve ba btaciti barcu btristique btellus bad bcongue bpede.	22:17.8	209		
17	TPD286	Bamet bet ba ba bamet ba bsit bmetus.	22:40.7	517		
17	ZYA587	Bnisi bin.	22:48.2	513	209	200
17	ZYA587	Bquis bat ba bad bnam.	23:12.5	513	273	200
17	TPD286	Bquis bat.	23:19.2	517		
17	ZYA587	Beros bve ba btortor ba bcursus.	23:31.4	513		
17	QFW209	Berat bat.	23:48.4	409		
17	QFW209	Bquam bat ba ba bsed bper.	24:14.1	409		
17	IBA235	Bduis beu ba ba bleo ba bin bdis bin.	24:16.6	511		
17	YTP390	Berat beu ba bodio ba.	25:05.9	509		
17	ZYA587	Bodio bet bquam ba ba.	25:36.6	513	209	200
17	WXK853	Bnisl bat ba beni ba ba ba ba.	27:19.9	507	411	400
17	YTP390	Bnunc beu.	27:34.6	509		
17	WXK853	Borci bin bposuere.	27:56.7	507	401	400
17	SUT543	Bodio bat ba bmorbi ba bpede ba bvelit blacus bquam.	28:13.5	107		
17	HQD748	Bcras bac ba beni bnec ba ba bhac bve bpretium benim ba ba bante bmus.	28:20.2	209		
17	WXK853	Bpede bin ba ba ba blitora bjusto bdui.	28:30.4	507	401	400
17	WXK853	Bdiam bad ba ba bnam berat.	28:53.9	507		
17	WXK853	Borci bin ba bornare bquam btincidunt.	29:08.8	507		
17	WXK853	Benim bid.	29:27.9	507		
17	CSM507	Beget bve ba ba ba bpede bet ba but ba ba bipsum.	29:41.9	413		
17	SZP362	Beget beu.	32:06.5	409		
17	SZP362	Bante bmi ba ba ba ba berat ba brisus.	32:30.1	409		
17	SZP362	Bante bin ba bquam bante bmollis ba ba ba belit bnisi bipsum ba bpraesent.	33:00.0	409		
17	SZP362	Bamet bat ba ba ba btempus bac ba.	33:22.6	409		
17	TQL981	Bnunc bmi bid ba ba.	34:04.1	629		
17	FTO836	Benim bid bve benim.	35:03.7	607		
17	TPD286	Bnibh bet bin ba btempus ba bmattis ba bquis burna ba.	35:08.1	517		
17	FTO836	Berat bet ba borci ba.	35:30.5	607		
17	FTO836	Bnisi bin ba ba beros.	36:00.5	607		
17	MGF879	Bnibh beu ba brisus ba ba ba bve bad bper bac benim.	36:04.8	413		
17	MGF879	Bnisl bet bat bnec bsit ba bdiam.	36:19.5	413		
17	FHL057	Bquam but ba bve baptent bmetus ba bnisl ba.	36:28.3	511		
17	SOU593	Burna bad but.	36:32.7	507	411	400
17	FTO836	Bpede bin ba bsapien bmalesuada ba bmauris ba bdictum.	36:59.0	607		
17	JYI091	Bodio bet.	37:03.8	629		
17	FHL057	Bante beu.	37:04.3	511		
17	SOU593	Bnunc bve ba.	37:10.1	507	401	400
17	FTO836	Berat bmi ba but ba borci.	37:22.6	607		
17	SOU593	Bnisl bin but bsuscipit ba ba.	37:30.9	507		
17	ELJ539	Bduis beu bgravida bduis ba.	37:41.6	205		
17	FTO836	Bquam but.	37:44.1	607		
17	SOU593	Bnunc beu ba beni bnisi ba bnulla ba ba.	37:49.0	507		
17	FHL057	Bpede but ba ba ba ba ba.	37:50.7	511		
17	SOU593	Beros bac bpretium bvitae but.	38:10.7	507		
17	FHL057	Beros bin ba bfusce.	38:28.2	511		
17	SOU593	Bnisl beu ba.	38:57.2	507		
17	FHL057	Bnisl bmi beu bsit bquisque bmi ba bad bmassa.	39:04.5	511		
17	BEM390	Bduis bac ba bet baccumsan ba bdis bquam bcras.	39:05.9	629		
17	BIP389	Bnisi but bat ba ba blorem bve.	39:38.5	409		
17	BIP389	Bnisl bid.	40:04.7	409		
17	QJP284	Bnisi bet bid bet ba ba bad bnon ba ba ba baugue bfacilisi.	40:54.9	209		
17	QJP284	Benim bac.	41:20.7	209		
17	CXD285	Bante bad ba ba ba.	41:21.9	629		
17	PEK163	Bpede bve bad ba barcu ba ba bve.	42:28.4	629		
17	SVP127	Bnisi bad bpretium ba bin.	42:36.5	409		
17	PEK163	Bnunc bac.	42:52.7	629		
17	SVP127	Bnunc bid ba beni bclass bmagna ba bper ba bnec btaciti.	43:05.0	409		
17	MBP046	Bcras bac ba bve ba.	43:51.3	513		
17	SVP127	Benim bmi bat ba blacus but ba bnibh bad ba ba ba ba ba.	43:56.0	409		
17	IFP328	Bdiam bet ba brutrum ba ba.	44:48.5	205		
17	PEK163	Bnunc bat ba bridiculus bsollicitudin barcu bcum.	45:15.5	629		
17	AKC912	Bante bad but ba benim.	45:24.7	515		
17	MBP046	Bquis bmi baliquam bnulla bid ba bleo ba bve ba bnonummy ba bper ba bduis ba ba.	45:38.2	513		
17	MBP046	Beget bad.	46:34.2	513		
17	AKC912	Bante bet ba ba bnam ba ba bac bdui ba.	46:44.1	515		
17	IXM739	Bamet beu binteger bcurae bmi ba baptent bvivamus ba bet ba ba.	48:47.3	509		
17	DTP539	Bdiam bve.	49:02.0	517		
17	DTP539	Bdiam bve.	49:36.9	517		
17	TUQ327	Benim bin.	50:48.6	409		
17	TUQ327	Bduis beu ba bfeugiat bcum ba.	51:04.7	409		
17	IXM739	Beget bve bid bcum ba ba.	51:13.6	509		
17	PRA475	Bquam bin ba bleo bpenatibus bdictum but ba bcum bmorbi ba bodio bin bmi.	51:18.5	413		
17	TUQ327	Burna bid bin bfusce ba bin ba bfermentum.	51:25.0	409		
17	PRA475	Berat bet ba bvel.	51:44.5	413		
17	TUQ327	Belit bve ba ba ba bnetus bsodales.	51:51.9	409		
17	BRL042	Belit bat ba ba bnonummy btellus ba.	52:00.8	513		
17	TCS146	Bquis bat ba blitora bdictumst.	53:03.4	629		
17	PRA475	Bquis bat.	53:11.1	413		
17	TCS146	Bamet bin bgravida.	53:15.8	629		
17	EJO928	Bduis bac bad blacus ba ba ba.	53:17.6	507	411	400
17	TCS146	Benim bac ba ba ba blectus ba ba bhendrerit ba burna ba ba.	53:33.0	629		
17	PRA475	Benim bac ba ba barcu bfelis beni bsem bad baliquet ba bsit bid bdolor bat ba.	53:35.2	413		
17	TCS146	Bdiam bve bid beni ba barcu ba bad benim bmollis ba.	53:50.4	629		
17	EJO928	Bquam bve ba bfames biaculis bvel bmi bid.	53:53.5	507	401	400
17	TCS146	Bcras bet ba blacus bad ba ba bante ba bpurus ba bcurae.	54:12.2	629		
17	EJO928	Beget bat ba bad bvarius ba bcurabitur bin ba bdui bpede ba.	54:16.9	507		
17	EJO928	Bcras bid ba.	54:35.6	507		
17	EJO928	Berat bid ba ba bnon bnunc bquis.	54:56.1	507		
17	EJO928	Barcu bet ba ba ba bac.	55:28.1	507		
17	EJO928	Beget bid bad ba bfusce bduis.	55:47.3	507		
17	BRL042	Barcu beu bpretium ba bsemper ba ba ba bdis bmagna.	56:13.8	513	209	200
17	SVP127	Bnisi bin ba bid bnostra ba ba.	56:52.5	409		
17	SVP127	Barcu beu.	57:15.4	409		
17	HMX073	Belit but ba bad beu ba ba bpurus bin ba bsociis bnon.	57:27.4	517	501	500
17	ACM236	Bquis bac ba bve bquam bet ba but ba ba bet bvel bve.	57:40.6	511		
17	HMJ710	Bpede bin bet ba ba brisus bsollicitudin bnisl btempus ba.	57:50.4	509		
17	ACM236	Bamet bat ba best bproin ba.	58:06.0	511		
17	HMX073	Bnibh bet bve.	58:09.7	517	507	500
17	TPG078	Bodio bmi bac bdiam bquam ba bporttitor bcubilia ba bsit ba.	58:26.8	513	273	200
17	ACM236	Beros bid.	58:34.9	511		
17	ACM236	Bpede bid.	59:07.6	511		
17	ACM236	Belit beu.	59:39.7	511		
17	XGW598	Bamet bmi ba ba ba ba bipsum ba best ba bet.	59:51.2	517		
17	IFP328	Bnunc bmi bviverra brisus bad bturpis bdui bposuere bin.	59:58.5	409		
17	ELJ539	Beget bat bid ba ba bnec bnullam ba.	02:58.1	409		
17	ELJ539	Borci beu.	03:16.2	409		
17	VGZ416	Barcu bmi bve ba bsociis bleo bmetus ba badipiscing but bad bsed bvarius.	03:22.9	107		
17	VGZ416	Bnunc bve but bmus ba.	03:53.8	107		
17	XGW598	Bnisl bet ba bsed but beleifend ba best bodio ba ba ba ba.	04:03.2	629		
17	FIX581	Bnisl bmi.	04:19.4	209		
17	GDU671	Bnibh bve ba bmolestie bquis ba bprimis ba ba bpede bnam bet bat bamet ba bornare.	04:25.8	607		
17	GDU671	Bante but ba ba blorem bpurus ba bnec.	04:49.8	607		
17	CNZ205	Belit bac bnonummy bodio ba bcommodo bhac.	07:03.7	629		
17	EUL768	Bdiam bac ba bcongue ba btaciti bdis ba belit.	08:22.3	513		
17	IFP328	Borci bmi ba borci.	08:49.2	409		
17	VGZ416	Berat bat bve ba ba bnunc ba ba.	09:03.1	107		
17	IBA235	Benim bad ba ba ba.	09:06.8	515		
17	IFP328	Bpede bet ba bsit ba bad bconvallis.	09:08.4	409		
17	AMZ845	Bquam but bquisque ba bdictum.	10:09.1	507		
17	JPU485	Bpede bet ba bid ba bin baliquam ba bid beni ba.	10:16.8	409		
17	AMZ845	Bnisl bat ba ba ba bhac bproin ba bnec.	10:29.0	507		
17	AMZ845	Bquis bac bid ba betiam ba bper bvitae bnascetur bmassa bamet beros bluctus bvitae.	10:48.8	507		
17	JPU485	Bnunc bac bat bin bleo beu ba.	11:07.7	409		
17	XPR275	Bcras bve ba bcras bac.	11:11.5	511		
17	AMZ845	Bnibh bmi.	11:13.7	507		
17	AMZ845	Burna bmi ba bsed ba bad ba beni bsuspendisse ba bat berat bdis.	11:31.6	507		
17	XPR275	Bodio bad ba bhac bat bnon bconubia bnetus.	11:39.0	511		
17	AMZ845	Bnibh bmi.	11:55.0	507		
17	AMZ845	Belit but bve bnisl bmetus bsed bvel bat bnon bad bcurae bad.	12:29.4	507	409	400
17	ZYA587	Bnisl bid.	12:41.2	517		
17	AMZ845	Bamet bve bid ba beros ba blacus bvel bper ba ba baptent bvel bdonec.	12:57.0	507	409	400
17	SYB619	Bcras beu ba bmauris ba ba.	13:12.9	629		
