TS_LOAD	ITEM_NO	SHORT_TYPE_CD	RESOLVED	VEH_SER_NO
30:17.4	VPTF-78239-PNCI	E	FALSE	GSF615
30:34.2	JEIA-69245-JRZK	B	TRUE	QLV652
27:46.5	DPON-17239-UZOH	I	FALSE	AYH057
27:50.3	JEIA-69245-JRZK	T	TRUE	HUC940
31:11.4	DIHN-39481-XOQS	B	FALSE	BOD789
31:13.9	DPON-17239-UZOH	T	TRUE	XHL458
13:38.3	JEIA-69245-JRZK	B	FALSE	OJM183
13:44.0	UJMC-70236-GKZI	T	TRUE	OSR174
40:06.5	DIHN-39481-XOQS	E	FALSE	THO850
40:41.3	UJMC-70236-GKZI	T	TRUE	KZN183
40:48.8	DAMK-91025-HUNE	E	FALSE	EWM290
41:09.3	DIHN-39481-XOQS	B	TRUE	ARS065
21:18.6	VPTF-78239-PNCI	E	FALSE	EBL860
22:05.3	UWET-47108-UWME	O	TRUE	FJY015
53:50.9	TGNI-17930-CANI	E	FALSE	WXK853
54:16.5	BQPK-36857-WOLS	E	TRUE	LPF925
49:20.6	TGNI-17930-CANI	I	FALSE	CQK129
49:36.8	DAMK-91025-HUNE	T	TRUE	TEK452
30:30.7	BQPK-36857-WOLS	E	FALSE	LQU926
30:39.2	SZPK-27901-CSXW	I	TRUE	VCB259
39:31.5	JEIA-69245-JRZK	E	FALSE	PVZ436
39:53.6	VPTF-78239-PNCI	T	TRUE	COH304
14:03.0	ERZW-20817-YRLG	E	FALSE	FIA956
14:18.2	JEIA-69245-JRZK	I	TRUE	FEC497
45:05.8	BTHL-20158-RUVM	E	FALSE	VJS501
46:01.5	ERZW-20817-YRLG	I	TRUE	KBY534
18:54.2	BTHL-20158-RUVM	E	FALSE	DSG417
19:46.5	XOGL-46912-QDAU	I	TRUE	BYF840
11:58.4	DAMK-91025-HUNE	T	FALSE	TMN932
12:46.3	UWET-47108-UWME	T	TRUE	ARS065
22:17.6	SZPK-27901-CSXW	T	FALSE	NVQ785
22:32.5	BQPK-36857-WOLS	I	TRUE	IEX148
34:55.9	TGNI-17930-CANI	B	FALSE	NMB510
35:40.1	ERLA-57149-MIRO	T	TRUE	DCM402
59:22.2	DAMK-91025-HUNE	O	FALSE	NMB510
00:06.7	UJMC-70236-GKZI	E	TRUE	EGQ483
48:45.3	DPON-17239-UZOH	O	FALSE	FQP941
49:06.8	KGAH-24630-HVWS	T	TRUE	EGK921
49:53.3	DPON-17239-UZOH	E	FALSE	WTB963
50:11.4	XOGL-46912-QDAU	I	TRUE	CGV709
57:57.7	UWET-47108-UWME	E	FALSE	BLW760
58:36.1	JEIA-69245-JRZK	E	TRUE	TXM724
16:53.9	DIHN-39481-XOQS	O	FALSE	LSC950
17:42.2	VEMQ-67820-TLVH	E	TRUE	KIA624
50:44.7	NQOP-05841-YTMU	E	FALSE	LQU926
51:40.8	DAMK-91025-HUNE	T	TRUE	ERC382
54:44.0	DIHN-39481-XOQS	O	FALSE	HRY673
54:51.8	SZPK-27901-CSXW	E	TRUE	NTD012
15:27.3	DAMK-91025-HUNE	T	FALSE	IXA749
15:54.2	VEMQ-67820-TLVH	I	TRUE	MAU864
11:50.8	WBQT-86291-BZYS	O	FALSE	FMJ197
12:14.4	DAMK-91025-HUNE	T	TRUE	EJH762
51:12.2	DIHN-39481-XOQS	O	FALSE	WBR310
52:09.5	VPTF-78239-PNCI	T	TRUE	BJM584
04:52.7	UJMC-70236-GKZI	I	FALSE	ZJC386
05:06.5	JBVD-05396-EMGK	B	TRUE	FHL296
15:57.9	VEMQ-67820-TLVH	O	FALSE	ELJ539
16:17.4	JEIA-69245-JRZK	O	TRUE	EGQ483
04:57.0	UQXD-15726-BIPT	O	FALSE	HQI892
05:35.5	UJMC-70236-GKZI	B	TRUE	OSR174
06:29.3	UJMC-70236-GKZI	I	FALSE	UHP854
07:05.1	WBQT-86291-BZYS	B	TRUE	WAZ024
59:40.5	BTHL-20158-RUVM	E	FALSE	CQU695
59:57.5	DIHN-39481-XOQS	I	TRUE	HFT023
30:09.4	VEMQ-67820-TLVH	I	FALSE	EKJ419
38:23.6	SZPK-27901-CSXW	T	FALSE	EQF516
38:34.7	XOGL-46912-QDAU	E	TRUE	HZD382
43:04.3	SZPK-27901-CSXW	I	FALSE	LMW319
43:17.0	KGAH-24630-HVWS	T	TRUE	MVW219
18:49.8	SZPK-27901-CSXW	B	FALSE	YHB831
19:20.9	ERZW-20817-YRLG	B	TRUE	FHL296
06:30.3	SZPK-27901-CSXW	B	FALSE	DKW659
07:23.9	JEIA-69245-JRZK	B	TRUE	AZS615
59:49.7	ERLA-57149-MIRO	O	FALSE	YXJ367
00:42.4	DIHN-39481-XOQS	I	TRUE	LZQ657
19:19.7	BQPK-36857-WOLS	T	FALSE	USM187
19:54.5	ERZW-20817-YRLG	T	TRUE	WMR075
28:18.6	XOGL-46912-QDAU	O	FALSE	OMN803
28:31.7	UWET-47108-UWME	E	TRUE	SEU602
32:44.6	WBQT-86291-BZYS	O	FALSE	AKC912
33:05.0	UJMC-70236-GKZI	E	TRUE	GKZ402
51:32.6	YMEA-30754-XQEI	T	FALSE	EBL860
52:15.9	ERZW-20817-YRLG	B	TRUE	EUB580
04:33.8	BTHL-20158-RUVM	I	FALSE	EGK921
05:14.3	JBVD-05396-EMGK	I	TRUE	XEG792
34:31.6	BQPK-36857-WOLS	T	FALSE	TMU402
35:13.6	XOGL-46912-QDAU	B	TRUE	JKZ317
45:00.6	ERZW-20817-YRLG	B	FALSE	BQV978
45:59.0	ERLA-57149-MIRO	B	TRUE	FNG604
37:08.6	UWET-47108-UWME	I	FALSE	KQN543
37:35.8	TGNI-17930-CANI	T	TRUE	FUR610
59:42.5	ERLA-57149-MIRO	O	FALSE	RVM670
00:00.4	ERLA-57149-MIRO	B	TRUE	NIH936
38:37.5	KGAH-24630-HVWS	O	FALSE	EUL768
39:33.1	VEMQ-67820-TLVH	I	TRUE	QTI468
26:50.7	DPON-17239-UZOH	B	FALSE	DZV145
27:08.9	YMEA-30754-XQEI	T	TRUE	LMW319
46:30.9	VEMQ-67820-TLVH	I	FALSE	BPM756
46:50.4	NQOP-05841-YTMU	T	TRUE	ZJC386
54:20.6	BQPK-36857-WOLS	O	FALSE	UFV140
55:00.3	ERLA-57149-MIRO	E	TRUE	TXR569
26:39.4	TGNI-17930-CANI	E	FALSE	CYB497
11:50.8	ERZW-20817-YRLG	O	FALSE	EZA701
12:28.4	DPON-17239-UZOH	I	TRUE	AMZ845
36:55.2	VPTF-78239-PNCI	O	FALSE	CMI143
37:36.9	DIHN-39481-XOQS	B	TRUE	YWI795
53:20.8	UQXD-15726-BIPT	B	FALSE	UAE908
54:20.5	BQPK-36857-WOLS	O	TRUE	QTI468
15:37.1	ERZW-20817-YRLG	I	FALSE	PVO367
15:59.7	XOGL-46912-QDAU	I	TRUE	ITN172
50:49.5	UWET-47108-UWME	E	FALSE	JOM027
51:31.5	YMEA-30754-XQEI	I	TRUE	EBL860
47:44.2	JEIA-69245-JRZK	E	FALSE	DQT160
48:34.8	UQXD-15726-BIPT	B	TRUE	UAE908
33:02.2	JBVD-05396-EMGK	T	FALSE	SWP739
33:46.5	UWET-47108-UWME	O	TRUE	DAJ581
27:47.6	UJMC-70236-GKZI	B	FALSE	YLV153
27:54.4	KGAH-24630-HVWS	E	TRUE	VSI582
25:12.1	SZPK-27901-CSXW	B	FALSE	XDQ831
25:37.7	BTHL-20158-RUVM	B	TRUE	TPJ583
51:35.9	DAMK-91025-HUNE	I	FALSE	YBJ023
51:38.3	UQXD-15726-BIPT	O	TRUE	SEK783
13:16.4	UQXD-15726-BIPT	O	FALSE	ZKY831
13:24.9	ERLA-57149-MIRO	E	TRUE	SDL978
46:44.4	VPTF-78239-PNCI	E	FALSE	KFQ467
47:30.9	ERLA-57149-MIRO	T	TRUE	BEC741
02:34.5	YMEA-30754-XQEI	O	FALSE	MBP046
03:32.3	ERZW-20817-YRLG	E	TRUE	JTM078
22:09.6	SZPK-27901-CSXW	O	FALSE	WJF683
22:35.4	ERZW-20817-YRLG	O	TRUE	NSZ265
58:47.5	JBVD-05396-EMGK	I	FALSE	IMS267
59:06.2	YMEA-30754-XQEI	T	TRUE	XWV562
51:45.5	UWET-47108-UWME	E	FALSE	PXD385
51:48.7	UQXD-15726-BIPT	O	TRUE	ODX806
05:40.9	WBQT-86291-BZYS	B	FALSE	GCI108
06:34.7	DPON-17239-UZOH	O	TRUE	RZW691
57:28.9	TGNI-17930-CANI	B	FALSE	QDR380
57:56.2	ERZW-20817-YRLG	E	TRUE	HMJ710
02:59.9	VPTF-78239-PNCI	T	FALSE	DPL397
03:16.0	VEMQ-67820-TLVH	O	TRUE	BVW704
35:59.2	ERLA-57149-MIRO	I	FALSE	SYB619
36:02.8	BQPK-36857-WOLS	T	TRUE	LQU926
45:11.6	DAMK-91025-HUNE	T	FALSE	XNZ706
46:08.4	BQPK-36857-WOLS	B	TRUE	UJX471
11:37.6	VEMQ-67820-TLVH	B	FALSE	EZM816
11:47.4	YMEA-30754-XQEI	O	TRUE	XEY483
52:34.1	UJMC-70236-GKZI	E	FALSE	XSE873
52:40.7	SZPK-27901-CSXW	I	TRUE	BIM387
54:28.5	JEIA-69245-JRZK	E	FALSE	GYI784
54:32.2	BQPK-36857-WOLS	E	TRUE	RUG084
56:51.1	BQPK-36857-WOLS	T	FALSE	EPB160
57:50.6	UQXD-15726-BIPT	B	TRUE	BHK490
30:10.3	NQOP-05841-YTMU	I	FALSE	SBE738
30:34.5	YMEA-30754-XQEI	E	TRUE	PXG218
50:56.9	WBQT-86291-BZYS	E	FALSE	SZP362
51:23.1	BQPK-36857-WOLS	E	TRUE	YNQ647
50:54.2	UQXD-15726-BIPT	I	FALSE	AJF195
51:25.6	BQPK-36857-WOLS	E	TRUE	EXJ810
48:33.7	WBQT-86291-BZYS	B	FALSE	CQK129
48:52.0	YMEA-30754-XQEI	E	TRUE	PYH561
26:12.5	XOGL-46912-QDAU	T	FALSE	TMU402
27:08.4	ERZW-20817-YRLG	B	TRUE	XNZ706
46:39.2	DPON-17239-UZOH	T	FALSE	ZHB578
46:47.1	JEIA-69245-JRZK	B	TRUE	SEU602
37:28.6	NQOP-05841-YTMU	O	FALSE	YXJ367
37:49.5	SZPK-27901-CSXW	T	TRUE	SPF970
04:43.9	NQOP-05841-YTMU	T	FALSE	GQV369
05:00.7	JEIA-69245-JRZK	B	TRUE	AKU765
43:27.9	DAMK-91025-HUNE	I	FALSE	OTS758
43:53.8	ERLA-57149-MIRO	E	TRUE	ELJ539
58:34.6	KGAH-24630-HVWS	B	FALSE	JBF372
58:35.3	ERLA-57149-MIRO	T	TRUE	PRC732
09:07.3	VEMQ-67820-TLVH	T	FALSE	HZD382
09:27.7	SZPK-27901-CSXW	T	TRUE	HKS329
59:54.3	YMEA-30754-XQEI	O	FALSE	KSX968
00:09.0	DPON-17239-UZOH	B	TRUE	SYB619
31:16.9	DPON-17239-UZOH	B	FALSE	ODU307
31:50.3	UWET-47108-UWME	B	TRUE	BOD789
20:57.6	UJMC-70236-GKZI	I	FALSE	HEQ743
21:07.9	NQOP-05841-YTMU	E	TRUE	SYV137
06:04.5	NQOP-05841-YTMU	E	FALSE	VTU961
07:02.1	ERZW-20817-YRLG	E	TRUE	ASK065
45:21.7	JEIA-69245-JRZK	E	FALSE	OGR812
46:01.5	JEIA-69245-JRZK	I	TRUE	OQS570
40:54.6	KGAH-24630-HVWS	B	FALSE	GCY403
41:02.1	UJMC-70236-GKZI	E	TRUE	SEU602
32:44.5	VPTF-78239-PNCI	E	FALSE	FTI653
33:41.4	BTHL-20158-RUVM	T	TRUE	TQL981
26:13.2	WBQT-86291-BZYS	E	FALSE	CVB953
26:47.7	UWET-47108-UWME	O	TRUE	SBE738
43:20.5	ERZW-20817-YRLG	E	FALSE	SYV137
44:02.7	JEIA-69245-JRZK	E	TRUE	HUC940
34:22.9	UQXD-15726-BIPT	T	FALSE	PVZ436
34:47.5	VEMQ-67820-TLVH	O	TRUE	XPB568
36:45.2	DIHN-39481-XOQS	B	FALSE	RHX208
37:13.1	DIHN-39481-XOQS	T	TRUE	ANP821
32:05.3	VEMQ-67820-TLVH	O	FALSE	BTO107
32:30.5	UQXD-15726-BIPT	T	TRUE	OIF375
24:22.5	DPON-17239-UZOH	B	FALSE	PJL425
25:07.6	NQOP-05841-YTMU	E	TRUE	UVL435
10:05.0	JEIA-69245-JRZK	I	FALSE	LTP597
10:26.4	KGAH-24630-HVWS	O	TRUE	DPH631
46:13.5	JBVD-05396-EMGK	B	FALSE	JCV863
46:43.0	BQPK-36857-WOLS	T	TRUE	SCZ739
30:00.8	BQPK-36857-WOLS	I	FALSE	FHL296
30:35.9	DAMK-91025-HUNE	E	TRUE	RPC461
19:41.6	JEIA-69245-JRZK	B	FALSE	BQV978
19:50.9	DPON-17239-UZOH	O	TRUE	FQP941
07:49.6	YMEA-30754-XQEI	E	FALSE	ZRF314
08:18.6	ERZW-20817-YRLG	I	TRUE	JYZ708
20:58.4	XOGL-46912-QDAU	I	FALSE	XDL201
21:31.1	VEMQ-67820-TLVH	I	TRUE	UHP854
46:09.3	DIHN-39481-XOQS	B	FALSE	LQU926
46:18.3	JBVD-05396-EMGK	E	TRUE	RHZ963
58:13.3	JEIA-69245-JRZK	E	FALSE	UWT728
58:48.2	UJMC-70236-GKZI	I	TRUE	KSX968
33:06.2	VPTF-78239-PNCI	O	FALSE	RIH403
33:13.6	VPTF-78239-PNCI	I	TRUE	TGS974
06:41.6	UJMC-70236-GKZI	B	FALSE	SIW958
06:58.9	JEIA-69245-JRZK	O	TRUE	AJF195
35:59.7	VPTF-78239-PNCI	B	FALSE	DZV145
36:23.2	ERZW-20817-YRLG	O	TRUE	UHP854
26:11.8	TGNI-17930-CANI	O	FALSE	JIN079
26:39.5	XOGL-46912-QDAU	I	TRUE	XWS890
31:13.3	VPTF-78239-PNCI	B	FALSE	QAK703
32:05.6	TGNI-17930-CANI	I	TRUE	LTV094
28:35.8	DAMK-91025-HUNE	T	FALSE	BKS051
28:40.8	VPTF-78239-PNCI	B	TRUE	MGF879
49:24.4	SZPK-27901-CSXW	T	FALSE	XHL458
50:01.0	TGNI-17930-CANI	I	TRUE	IOU412
22:35.6	NQOP-05841-YTMU	B	FALSE	LZQ657
22:48.0	DAMK-91025-HUNE	B	TRUE	IOL046
36:04.6	VPTF-78239-PNCI	B	FALSE	LES327
36:34.8	YMEA-30754-XQEI	T	TRUE	ALP937
16:00.5	JBVD-05396-EMGK	T	FALSE	TXM724
16:39.1	UWET-47108-UWME	I	TRUE	ASK065
43:16.8	ERLA-57149-MIRO	B	FALSE	GXY421
43:21.5	UWET-47108-UWME	E	TRUE	TMZ629
